student_id,user_id,enrollment_year,total_courses_enrolled,courses_completed,courses_abandoned,avg_score_overall,score_trend,total_active_days,days_since_last_activity,avg_weekly_events,avg_session_gap_days,late_submission_rate,label_at_fault,label_dropout,refreshed_at
978,6,2022,8,6,2,48.00,,70,175,1.76,4.28,,1,0,2026-05-01 12:44:16.788+00
979,7,2025,6,5,1,73.04,0.0063,46,0,2.77,2.77,0.0000,0,0,2026-05-01 12:44:16.788+00
980,8,2024,5,2,3,59.71,,53,34,3.14,1.90,0.0000,1,1,2026-05-01 12:44:16.788+00
981,9,2024,5,4,1,53.00,,43,97,3.62,2.29,,1,0,2026-05-01 12:44:16.788+00
982,10,2022,9,9,0,71.53,0.0186,99,0,4.80,1.33,0.0000,0,0,2026-05-01 12:44:16.788+00
983,11,2024,6,4,2,56.61,,48,0,2.42,3.63,,1,1,2026-05-01 12:44:16.788+00
984,12,2024,7,5,2,59.67,,51,2,3.70,2.14,0.0000,1,0,2026-05-01 12:44:16.788+00
985,1,2023,5,4,1,55.40,,36,361,3.62,2.27,,1,0,2026-05-01 12:44:16.788+00
986,2,2024,7,4,3,54.30,,56,0,2.81,2.71,0.0000,1,1,2026-05-01 12:44:16.788+00
987,3,2026,5,5,0,54.44,0.0061,3,0,33.00,0.07,0.0000,1,0,2026-05-01 12:44:16.788+00
988,4,2026,4,3,1,78.63,-0.0115,5,0,36.00,0.16,0.0000,0,0,2026-05-01 12:44:16.788+00
989,5,2026,5,4,1,57.01,0.0146,5,0,52.00,0.08,0.0000,1,0,2026-05-01 12:44:16.788+00
990,6,2023,7,4,3,72.61,,59,10,2.79,2.49,,0,1,2026-05-01 12:44:16.788+00
991,7,2025,8,8,0,63.26,0.0575,54,0,5.00,1.74,0.0000,0,0,2026-05-01 12:44:16.788+00
992,8,2025,6,4,2,44.69,-0.0292,32,0,4.71,1.68,0.0000,1,1,2026-05-01 12:44:16.788+00
994,10,2026,5,5,0,73.18,0.0540,6,0,55.00,0.12,0.0000,0,0,2026-05-01 12:44:16.788+00
995,11,2025,7,6,1,69.49,-0.0180,67,0,3.31,2.47,0.0526,0,0,2026-05-01 12:44:16.788+00
996,12,2025,5,4,1,65.78,0.0313,36,0,2.77,2.62,0.0000,0,0,2026-05-01 12:44:16.788+00
997,1,2022,10,3,7,49.41,,77,0,4.70,1.56,,1,1,2026-05-01 12:44:16.788+00
998,2,2025,4,2,2,59.66,,36,0,4.24,1.34,,1,1,2026-05-01 12:44:16.788+00
999,3,2024,6,5,1,44.25,,45,17,1.69,4.69,,1,0,2026-05-01 12:44:16.788+00
1000,4,2024,6,5,1,67.35,,44,28,1.63,4.88,0.0000,0,0,2026-05-01 12:44:16.788+00
1001,5,2025,6,5,1,55.58,0.1595,36,0,4.33,2.32,0.0000,1,0,2026-05-01 12:44:16.788+00
1002,6,2023,8,5,3,67.11,,80,244,3.45,2.28,,0,1,2026-05-01 12:44:16.788+00
1003,7,2024,6,4,2,63.94,,45,0,2.48,3.40,,0,1,2026-05-01 12:44:16.788+00
1004,8,2024,6,5,1,51.75,,54,0,3.00,2.41,,1,0,2026-05-01 12:44:16.788+00
1005,9,2024,7,6,1,48.27,,74,0,2.33,3.29,,1,0,2026-05-01 12:44:16.788+00
1006,10,2022,8,8,0,46.02,,83,11,2.05,3.63,,1,0,2026-05-01 12:44:16.788+00
1007,11,2023,7,5,2,56.89,-0.0562,60,208,4.17,1.61,,1,0,2026-05-01 12:44:16.788+00
1008,12,2022,9,5,4,50.60,0.0079,64,0,3.05,2.56,0.0000,1,1,2026-05-01 12:44:16.788+00
1009,1,2023,7,4,3,58.95,,61,118,1.85,3.98,,1,1,2026-05-01 12:44:16.788+00
1010,2,2022,8,7,1,67.82,,67,0,1.55,4.54,,0,0,2026-05-01 12:44:16.788+00
1011,3,2025,7,6,1,65.39,,54,0,2.83,3.84,0.0000,0,0,2026-05-01 12:44:16.788+00
1012,4,2026,4,1,3,58.45,-0.0410,2,0,44.00,0.03,0.0000,1,1,2026-05-01 12:44:16.788+00
1013,5,2024,8,6,2,60.76,,85,84,2.72,2.99,,1,0,2026-05-01 12:44:16.788+00
1014,6,2024,8,3,5,47.73,0.0055,51,0,12.67,0.64,0.0000,1,1,2026-05-01 12:44:16.788+00
1015,7,2025,3,2,1,52.56,0.0039,27,0,2.67,2.75,0.0000,1,1,2026-05-01 12:44:16.788+00
1016,8,2024,5,4,1,55.53,,48,0,1.83,3.81,,1,0,2026-05-01 12:44:16.788+00
1017,9,2025,7,6,1,69.25,-0.0450,53,0,2.69,3.42,0.0769,0,0,2026-05-01 12:44:16.788+00
1018,10,2026,5,4,1,58.40,-0.0144,3,0,41.50,0.08,0.0000,1,0,2026-05-01 12:44:16.788+00
1019,11,2024,7,3,4,63.00,0.0117,41,0,3.56,2.18,0.0000,1,1,2026-05-01 12:44:16.788+00
1020,12,2026,7,6,1,72.81,-0.0465,2,0,132.00,0.02,0.0000,0,0,2026-05-01 12:44:16.788+00
1021,1,2026,5,4,1,54.94,-0.0090,5,0,46.00,0.11,0.0000,1,0,2026-05-01 12:44:16.788+00
1022,2,2022,8,4,4,59.48,,58,71,3.78,1.92,,1,1,2026-05-01 12:44:16.788+00
1023,3,2023,7,5,2,70.56,,48,0,1.77,3.84,0.0000,0,0,2026-05-01 12:44:16.788+00
1024,4,2025,6,2,4,52.98,-0.0635,46,0,3.42,2.05,0.0000,1,1,2026-05-01 12:44:16.788+00
1025,5,2023,8,5,3,44.72,,55,101,4.21,1.45,,1,1,2026-05-01 12:44:16.788+00
1026,6,2025,5,4,1,64.69,-0.0089,17,0,7.67,0.89,0.0000,0,0,2026-05-01 12:44:16.788+00
1027,7,2025,8,4,4,51.89,-0.0636,57,0,5.56,1.53,0.0000,1,1,2026-05-01 12:44:16.788+00
1028,8,2026,4,3,1,70.48,0.0001,2,0,46.50,0.03,0.0000,0,0,2026-05-01 12:44:16.788+00
1029,9,2022,9,7,2,48.73,,64,146,1.61,4.92,,1,0,2026-05-01 12:44:16.788+00
1030,10,2026,5,5,0,56.72,-0.0064,4,0,68.00,0.07,0.0000,1,0,2026-05-01 12:44:16.788+00
1031,11,2023,8,5,3,56.00,,81,65,2.62,2.58,0.0000,1,1,2026-05-01 12:44:16.788+00
1032,12,2023,9,6,3,42.58,,67,158,3.06,3.08,,1,1,2026-05-01 12:44:16.788+00
1033,1,2022,10,9,1,74.72,-0.0074,88,0,4.85,1.50,0.0000,0,0,2026-05-01 12:44:16.788+00
1034,2,2023,9,6,3,52.83,-0.0059,76,0,3.18,2.07,0.0000,1,1,2026-05-01 12:44:16.788+00
1035,3,2024,8,6,2,45.22,,61,0,1.97,4.43,,1,0,2026-05-01 12:44:16.788+00
1036,4,2025,6,2,4,65.99,,39,0,3.35,2.83,0.0000,0,1,2026-05-01 12:44:16.788+00
1037,5,2023,9,6,3,50.26,,64,0,1.91,3.80,,1,1,2026-05-01 12:44:16.788+00
1038,6,2025,6,3,3,43.80,,41,0,2.19,3.89,0.0000,1,1,2026-05-01 12:44:16.788+00
1039,7,2022,9,7,2,40.84,,80,95,1.72,4.24,,1,0,2026-05-01 12:44:16.788+00
1040,8,2024,8,7,1,67.39,,67,92,1.69,4.45,0.0833,0,0,2026-05-01 12:44:16.788+00
1041,9,2025,8,6,2,69.73,,71,0,3.17,3.56,0.0000,0,0,2026-05-01 12:44:16.788+00
1042,10,2026,7,6,1,69.35,-0.0089,3,0,100.50,0.01,0.0000,0,0,2026-05-01 12:44:16.788+00
1043,11,2024,8,6,2,65.24,,75,136,3.29,2.38,,0,0,2026-05-01 12:44:16.788+00
1044,12,2025,8,4,4,62.20,0.0760,58,0,5.04,2.01,0.5000,0,1,2026-05-01 12:44:16.788+00
1045,1,2022,9,8,1,61.46,,65,4,1.94,3.49,,1,0,2026-05-01 12:44:16.788+00
1046,2,2026,3,2,1,65.33,-0.0538,2,0,52.00,0.03,0.0000,0,1,2026-05-01 12:44:16.788+00
1047,3,2023,9,9,0,69.69,,85,79,1.71,3.96,,0,0,2026-05-01 12:44:16.788+00
1048,4,2026,4,2,2,71.02,0.0869,2,0,33.50,0.04,0.0000,0,1,2026-05-01 12:44:16.788+00
1049,5,2023,8,5,3,42.95,0.0315,75,189,3.90,1.92,,1,1,2026-05-01 12:44:16.788+00
1050,6,2025,8,7,1,63.93,0.0035,55,0,6.17,1.81,0.0000,0,0,2026-05-01 12:44:16.788+00
1051,7,2025,5,5,0,45.21,-0.0575,33,54,2.80,5.16,0.3000,1,0,2026-05-01 12:44:16.788+00
1052,8,2023,8,6,2,65.30,,71,148,2.14,3.73,,0,0,2026-05-01 12:44:16.788+00
1053,9,2026,4,2,2,51.64,-0.0095,3,0,25.00,0.05,0.0000,1,1,2026-05-01 12:44:16.788+00
1054,10,2023,9,7,2,42.82,,68,0,1.64,4.70,,1,0,2026-05-01 12:44:16.788+00
1055,11,2025,6,6,0,55.11,,48,0,2.35,4.32,0.0000,1,0,2026-05-01 12:44:16.788+00
1056,12,2022,11,9,2,52.85,,90,0,2.75,2.53,,1,0,2026-05-01 12:44:16.788+00
1057,1,2022,8,5,3,62.31,0.0269,73,0,3.43,1.85,0.0000,0,1,2026-05-01 12:44:16.788+00
1058,2,2023,7,6,1,54.54,0.0726,49,0,4.41,1.41,0.0000,1,0,2026-05-01 12:44:16.788+00
1059,3,2026,6,4,2,50.96,-0.0602,2,0,77.00,0.02,0.0000,1,1,2026-05-01 12:44:16.788+00
1060,4,2025,8,4,4,70.84,0.0591,61,0,6.04,1.83,0.0000,0,1,2026-05-01 12:44:16.788+00
1061,5,2022,10,7,3,53.07,,75,0,1.79,3.63,,1,1,2026-05-01 12:44:16.788+00
1062,6,2023,9,8,1,56.86,,80,0,3.28,2.64,,1,0,2026-05-01 12:44:16.788+00
1063,7,2026,4,4,0,59.18,0.0149,1,0,63.00,0.01,0.0000,1,0,2026-05-01 12:44:16.788+00
1064,8,2023,8,7,1,53.66,,64,164,1.86,4.39,,1,0,2026-05-01 12:44:16.788+00
1065,9,2024,8,8,0,72.51,0.0645,78,0,3.55,2.10,0.0000,0,0,2026-05-01 12:44:16.788+00
1066,10,2026,5,5,0,52.89,-0.0227,1,0,91.00,0.00,0.0000,1,0,2026-05-01 12:44:16.788+00
1067,11,2022,9,5,4,62.94,,74,0,2.32,2.88,,0,1,2026-05-01 12:44:16.788+00
1068,12,2022,9,8,1,80.10,0.0030,71,0,3.67,1.71,0.0000,0,0,2026-05-01 12:44:16.788+00
1069,1,2022,10,7,3,60.31,,76,0,3.31,2.76,0.0000,1,1,2026-05-01 12:44:16.788+00
1070,2,2025,7,5,2,55.91,0.1060,52,0,2.83,3.64,0.0000,1,0,2026-05-01 12:44:16.788+00
1071,3,2026,6,5,1,47.78,-0.0335,3,0,50.50,0.09,0.0000,1,0,2026-05-01 12:44:16.788+00
1072,4,2026,5,4,1,51.18,-0.0227,3,0,35.00,0.05,0.0000,1,0,2026-05-01 12:44:16.788+00
1073,5,2025,4,4,0,61.18,-0.0158,31,0,5.94,1.36,0.0000,1,0,2026-05-01 12:44:16.788+00
1074,6,2025,6,3,3,61.22,,40,0,3.65,2.45,0.0000,1,1,2026-05-01 12:44:16.788+00
1075,7,2022,8,8,0,71.40,,73,48,1.86,4.20,,0,0,2026-05-01 12:44:16.788+00
1076,8,2025,6,5,1,55.61,0.0135,42,8,1.85,4.64,0.2500,1,0,2026-05-01 12:44:16.788+00
1077,9,2023,6,4,2,53.46,,48,209,2.71,2.58,,1,1,2026-05-01 12:44:16.788+00
1078,10,2025,5,4,1,64.07,-0.0544,47,0,3.60,2.51,0.0000,0,0,2026-05-01 12:44:16.788+00
1079,11,2025,5,3,2,62.15,0.0471,46,0,5.86,1.34,0.0000,1,1,2026-05-01 12:44:16.788+00
1080,12,2024,8,4,4,59.46,,67,0,4.12,1.96,0.0000,1,1,2026-05-01 12:44:16.788+00
1081,1,2024,8,5,3,54.94,,60,7,2.41,3.33,,1,1,2026-05-01 12:44:16.788+00
1082,2,2026,7,6,1,62.54,0.0150,3,0,82.00,0.03,0.0000,0,0,2026-05-01 12:44:16.788+00
1083,3,2026,3,3,0,49.83,0.0622,4,0,19.50,0.21,0.0000,1,0,2026-05-01 12:44:16.788+00
1084,4,2024,6,4,2,43.63,,42,37,3.17,2.57,0.0000,1,1,2026-05-01 12:44:16.788+00
1085,5,2022,10,8,2,50.02,-0.0171,71,0,4.05,2.15,0.0000,1,0,2026-05-01 12:44:16.788+00
1086,6,2022,7,4,3,64.07,,70,100,2.46,2.72,,0,1,2026-05-01 12:44:16.788+00
1087,7,2026,5,4,1,51.94,0.0786,5,0,26.50,0.17,0.0000,1,0,2026-05-01 12:44:16.788+00
1088,8,2025,6,4,2,65.73,,45,0,3.12,2.45,0.1111,0,1,2026-05-01 12:44:16.788+00
1089,9,2022,8,5,3,49.22,,52,124,2.39,3.03,,1,1,2026-05-01 12:44:16.788+00
1090,10,2026,7,2,5,50.24,-0.0042,3,0,66.50,0.02,0.0000,1,1,2026-05-01 12:44:16.788+00
1091,11,2026,6,5,1,67.95,0.0429,5,0,73.50,0.07,0.0000,0,0,2026-05-01 12:44:16.788+00
1092,12,2023,8,6,2,68.14,-0.0117,82,0,3.65,1.93,0.0000,0,0,2026-05-01 12:44:16.788+00
1093,1,2025,4,3,1,61.25,,41,14,2.65,3.43,0.0000,1,0,2026-05-01 12:44:16.788+00
1094,2,2026,4,2,2,75.67,-0.0061,4,0,33.50,0.09,0.0000,0,1,2026-05-01 12:44:16.788+00
1095,3,2023,7,5,2,61.98,,59,29,3.44,3.11,0.0000,1,0,2026-05-01 12:44:16.788+00
1096,4,2023,8,5,3,66.24,,60,11,2.33,3.82,0.0000,0,1,2026-05-01 12:44:16.788+00
1097,5,2024,8,6,2,63.86,,62,0,1.92,4.29,0.0000,0,0,2026-05-01 12:44:16.788+00
1098,6,2026,3,3,0,60.42,0.0551,3,0,29.00,0.08,0.0000,1,0,2026-05-01 12:44:16.788+00
1099,7,2022,7,3,4,65.63,,64,15,2.31,2.83,0.0000,0,1,2026-05-01 12:44:16.788+00
1100,8,2024,6,3,3,75.58,-0.0118,50,0,3.33,2.05,0.0000,0,1,2026-05-01 12:44:16.788+00
1101,9,2022,8,5,3,43.21,0.0105,74,20,3.53,1.87,,1,1,2026-05-01 12:44:16.788+00
1102,10,2026,6,4,2,53.16,-0.0174,5,0,47.00,0.12,0.0000,1,1,2026-05-01 12:44:16.788+00
1103,11,2024,7,6,1,63.85,-0.0004,53,0,3.63,1.85,0.0000,0,0,2026-05-01 12:44:16.788+00
1104,12,2024,7,4,3,55.82,,46,0,2.73,2.36,0.0000,1,1,2026-05-01 12:44:16.788+00
1105,1,2026,5,3,2,57.10,-0.0692,3,0,33.50,0.11,0.0000,1,1,2026-05-01 12:44:16.788+00
1106,2,2025,7,4,3,50.15,0.0091,53,0,3.23,2.63,0.0000,1,1,2026-05-01 12:44:16.788+00
1107,3,2024,7,2,5,61.09,0.0597,49,0,8.59,0.96,0.0000,1,1,2026-05-01 12:44:16.788+00
1108,4,2023,8,3,5,44.29,,64,0,3.85,1.72,,1,1,2026-05-01 12:44:16.788+00
1109,5,2023,8,5,3,51.67,,62,0,2.80,2.54,,1,1,2026-05-01 12:44:16.788+00
1110,6,2026,3,2,1,55.09,0.0361,1,0,35.00,0.00,0.0000,1,1,2026-05-01 12:44:16.788+00
1111,7,2022,9,6,3,57.76,,63,83,1.74,4.05,0.0000,1,1,2026-05-01 12:44:16.788+00
1112,8,2023,10,8,2,48.22,,70,0,3.28,2.10,,1,0,2026-05-01 12:44:16.788+00
1113,9,2023,7,4,3,49.75,,52,0,1.70,4.69,0.0000,1,1,2026-05-01 12:44:16.788+00
1114,10,2022,10,9,1,60.21,,70,0,1.49,4.96,,1,0,2026-05-01 12:44:16.788+00
1115,11,2024,9,7,2,55.06,,68,0,2.52,3.30,,1,0,2026-05-01 12:44:16.788+00
1116,12,2023,8,5,3,60.89,-0.0180,62,0,3.89,1.75,0.0000,1,1,2026-05-01 12:44:16.788+00
1117,1,2024,8,7,1,48.76,,66,0,2.21,4.29,,1,0,2026-05-01 12:44:16.788+00
1118,2,2024,7,5,2,70.04,-0.0401,52,0,2.93,2.94,0.1000,0,0,2026-05-01 12:44:16.788+00
1119,3,2023,8,5,3,65.60,-0.0057,46,0,7.57,0.87,0.0000,0,1,2026-05-01 12:44:16.788+00
1120,4,2024,8,7,1,44.09,-0.0064,63,0,2.69,2.78,0.0000,1,0,2026-05-01 12:44:16.788+00
1121,5,2023,7,5,2,60.18,,56,307,3.74,2.51,,1,0,2026-05-01 12:44:16.788+00
1122,6,2022,10,10,0,46.12,,85,108,2.02,4.06,,1,0,2026-05-01 12:44:16.788+00
1123,7,2024,5,3,2,61.55,,40,124,1.75,4.73,,1,1,2026-05-01 12:44:16.788+00
1124,8,2025,6,4,2,53.78,,38,0,2.64,3.29,0.0000,1,1,2026-05-01 12:44:16.788+00
1125,9,2024,6,5,1,66.60,,45,0,1.78,3.83,0.0000,1,0,2026-05-01 12:44:16.788+00
1126,10,2022,8,3,5,59.41,,62,108,2.73,2.17,,1,1,2026-05-01 12:44:16.788+00
1127,11,2024,6,2,4,49.05,,45,95,3.68,1.97,,1,1,2026-05-01 12:44:16.788+00
1128,12,2026,3,3,0,63.18,0.0206,2,0,39.00,0.02,0.0000,0,0,2026-05-01 12:44:16.788+00
1129,1,2024,8,7,1,54.19,,57,0,2.44,3.30,0.0000,1,0,2026-05-01 12:44:16.788+00
1130,2,2022,7,6,1,54.41,-0.0129,67,27,2.74,2.20,,1,0,2026-05-01 12:44:16.788+00
1131,3,2023,9,8,1,45.39,,96,0,1.88,3.65,,1,0,2026-05-01 12:44:16.788+00
1132,4,2023,6,5,1,62.54,0.0217,54,0,6.43,0.97,0.0000,1,0,2026-05-01 12:44:16.788+00
1133,5,2022,10,10,0,74.28,,101,0,2.50,3.41,,0,0,2026-05-01 12:44:16.788+00
1134,6,2024,7,6,1,69.49,-0.0171,67,0,3.83,2.24,0.0000,0,0,2026-05-01 12:44:16.788+00
1135,7,2026,4,3,1,65.88,0.1027,2,0,82.00,0.01,0.0000,0,0,2026-05-01 12:44:16.788+00
1136,8,2023,9,7,2,63.70,,61,0,2.02,3.36,,0,0,2026-05-01 12:44:16.788+00
1137,9,2026,6,3,3,75.05,0.0061,5,0,65.00,0.06,0.0000,0,1,2026-05-01 12:44:16.788+00
1138,10,2026,4,1,3,67.81,0.0534,1,0,44.00,0.01,0.0000,0,1,2026-05-01 12:44:16.788+00
1139,11,2025,5,5,0,72.44,-0.0192,35,0,2.68,2.89,0.0000,0,0,2026-05-01 12:44:16.788+00
1140,12,2022,9,5,4,74.77,,63,7,1.84,3.80,,0,1,2026-05-01 12:44:16.788+00
1141,1,2024,6,4,2,42.00,,47,0,2.42,3.85,0.0000,1,1,2026-05-01 12:44:16.788+00
1142,2,2022,9,7,2,62.98,,85,3,1.76,4.01,,0,0,2026-05-01 12:44:16.788+00
1143,3,2024,8,6,2,60.74,0.0590,64,0,2.46,2.94,0.0000,1,0,2026-05-01 12:44:16.788+00
1144,4,2022,9,8,1,64.29,,80,31,2.12,3.65,,0,0,2026-05-01 12:44:16.788+00
1145,5,2025,5,4,1,66.04,,41,0,3.26,2.87,0.0000,0,0,2026-05-01 12:44:16.788+00
1146,6,2025,4,4,0,55.85,-0.0678,27,0,4.24,1.88,0.0000,1,0,2026-05-01 12:44:16.788+00
1147,7,2023,10,7,3,56.37,,86,136,3.29,2.46,,1,1,2026-05-01 12:44:16.788+00
1148,8,2024,5,5,0,60.61,,49,194,1.69,4.07,,1,0,2026-05-01 12:44:16.788+00
1149,9,2026,4,3,1,72.39,-0.0258,4,0,35.50,0.15,0.0000,0,0,2026-05-01 12:44:16.788+00
1150,10,2022,9,7,2,70.85,,70,122,1.98,4.09,,0,0,2026-05-01 12:44:16.788+00
1151,11,2023,6,5,1,55.48,,63,0,1.76,3.57,0.0000,1,0,2026-05-01 12:44:16.788+00
1152,12,2023,6,4,2,52.33,,42,43,1.68,4.81,,1,1,2026-05-01 12:44:16.788+00
1153,1,2026,6,3,3,59.04,-0.0562,5,0,48.00,0.16,0.0000,1,1,2026-05-01 12:44:16.788+00
1154,2,2025,5,1,4,49.52,,34,0,3.17,3.12,,1,1,2026-05-01 12:44:16.788+00
1155,3,2026,5,5,0,63.53,-0.0206,2,0,45.00,0.08,0.0000,0,0,2026-05-01 12:44:16.788+00
1156,4,2023,9,7,2,43.34,,99,0,4.08,1.51,,1,0,2026-05-01 12:44:16.788+00
1157,5,2022,9,6,3,49.13,,68,51,2.69,2.36,,1,1,2026-05-01 12:44:16.788+00
1158,6,2023,8,5,3,57.12,,66,55,2.63,2.61,,1,1,2026-05-01 12:44:16.788+00
1159,7,2025,4,4,0,53.99,-0.0365,20,0,6.69,1.07,0.0000,1,0,2026-05-01 12:44:16.788+00
1160,8,2025,4,2,2,47.79,,24,2,1.63,4.37,0.3333,1,1,2026-05-01 12:44:16.788+00
1161,9,2024,7,6,1,51.93,,71,67,2.56,2.74,,1,0,2026-05-01 12:44:16.788+00
1162,10,2023,7,5,2,32.25,,52,59,2.40,3.52,,1,0,2026-05-01 12:44:16.788+00
1163,11,2026,3,3,0,61.98,0.0290,3,0,26.00,0.07,0.0000,1,0,2026-05-01 12:44:16.788+00
1164,12,2026,6,5,1,67.50,-0.0246,3,0,79.00,0.04,0.0000,0,0,2026-05-01 12:44:16.788+00
1165,1,2024,7,6,1,45.60,,61,39,2.55,3.24,0.0000,1,0,2026-05-01 12:44:16.788+00
1166,2,2022,11,8,3,49.04,,85,48,1.57,4.53,,1,0,2026-05-01 12:44:16.788+00
1167,3,2025,7,6,1,58.43,,45,0,2.24,4.84,0.0000,1,0,2026-05-01 12:44:16.788+00
1168,4,2022,8,8,0,58.25,,56,66,1.30,5.19,,1,0,2026-05-01 12:44:16.788+00
1169,5,2026,6,5,1,72.51,-0.0006,5,0,60.00,0.11,0.0000,0,0,2026-05-01 12:44:16.788+00
1170,6,2024,6,4,2,54.34,0.0429,45,0,2.64,2.73,0.0000,1,1,2026-05-01 12:44:16.788+00
1171,7,2024,7,5,2,49.11,,57,149,3.07,2.68,0.0000,1,0,2026-05-01 12:44:16.788+00
1172,8,2025,7,5,2,58.22,,50,0,2.42,4.76,0.0000,1,0,2026-05-01 12:44:16.788+00
1173,9,2024,7,3,4,60.13,,49,59,2.61,2.77,0.0000,1,1,2026-05-01 12:44:16.788+00
1174,10,2025,6,6,0,72.38,0.0338,58,0,2.54,3.49,0.1667,0,0,2026-05-01 12:44:16.788+00
1175,11,2022,9,9,0,68.82,,74,0,1.49,4.55,,0,0,2026-05-01 12:44:16.788+00
1176,12,2023,8,3,5,47.66,,57,24,2.50,3.06,0.0000,1,1,2026-05-01 12:44:16.788+00
1177,1,2026,2,1,1,49.55,,1,0,22.00,0.00,0.0000,1,1,2026-05-01 12:44:16.788+00
1178,2,2025,5,5,0,63.01,0.0490,34,0,2.57,3.02,0.1000,0,0,2026-05-01 12:44:16.788+00
1179,3,2023,6,5,1,55.00,0.0664,51,81,3.03,2.24,,1,0,2026-05-01 12:44:16.788+00
1180,4,2025,5,4,1,49.87,,36,75,3.24,3.25,0.5000,1,0,2026-05-01 12:44:16.788+00
1181,5,2022,7,5,2,61.52,,56,94,2.61,2.68,0.0000,1,0,2026-05-01 12:44:16.788+00
1182,6,2022,10,6,4,48.14,0.0267,65,168,3.05,2.42,,1,1,2026-05-01 12:44:16.788+00
1183,7,2025,7,2,5,47.90,,52,0,2.92,3.06,0.0000,1,1,2026-05-01 12:44:16.788+00
1184,8,2023,7,5,2,49.98,,72,0,5.42,1.38,,1,0,2026-05-01 12:44:16.788+00
1185,9,2026,4,4,0,57.35,0.0107,1,0,97.00,0.00,0.0000,1,0,2026-05-01 12:44:16.788+00
1186,10,2024,8,5,3,65.11,,66,178,2.92,2.75,0.0000,0,1,2026-05-01 12:44:16.788+00
1187,11,2022,9,7,2,63.87,,79,50,1.57,4.32,0.0000,0,0,2026-05-01 12:44:16.788+00
1188,12,2022,9,4,5,56.82,-0.1127,73,89,2.48,2.80,,1,1,2026-05-01 12:44:16.788+00
1189,1,2024,5,3,2,54.61,,43,41,5.00,1.61,0.0000,1,1,2026-05-01 12:44:16.788+00
1190,2,2023,9,7,2,68.00,0.0056,61,0,4.41,1.78,0.0000,0,0,2026-05-01 12:44:16.788+00
1191,3,2025,6,3,3,65.24,,50,30,3.59,2.61,0.3333,0,1,2026-05-01 12:44:16.788+00
1192,4,2025,6,6,0,67.63,-0.0196,47,0,3.17,3.04,0.0000,0,0,2026-05-01 12:44:16.788+00
1193,5,2024,8,7,1,57.83,,59,0,1.94,4.56,,1,0,2026-05-01 12:44:16.788+00
1194,6,2026,2,1,1,49.03,-0.0237,2,0,13.00,0.27,0.0000,1,1,2026-05-01 12:44:16.788+00
1195,7,2022,10,6,4,61.89,0.0038,70,0,3.02,2.63,0.0000,1,1,2026-05-01 12:44:16.788+00
1196,8,2025,7,4,3,45.77,,53,0,3.29,3.48,0.0000,1,1,2026-05-01 12:44:16.788+00
1197,9,2023,9,7,2,50.66,,91,0,2.69,2.21,,1,0,2026-05-01 12:44:16.788+00
1198,10,2023,7,7,0,49.97,,79,99,2.18,3.39,,1,0,2026-05-01 12:44:16.788+00
1199,11,2025,7,6,1,45.68,,46,0,4.11,3.46,0.0000,1,0,2026-05-01 12:44:16.788+00
1200,12,2022,10,9,1,62.98,,99,0,2.20,3.14,,0,0,2026-05-01 12:44:16.788+00
1201,1,2026,5,3,2,74.79,-0.0699,2,0,57.00,0.05,0.0000,0,1,2026-05-01 12:44:16.788+00
1202,2,2023,9,7,2,60.26,,89,0,2.73,2.83,,1,0,2026-05-01 12:44:16.788+00
1203,3,2025,5,4,1,70.65,,39,0,2.78,3.41,0.0000,0,0,2026-05-01 12:44:16.788+00
1204,4,2025,7,5,2,49.31,-0.0219,35,0,4.19,2.27,0.0000,1,0,2026-05-01 12:44:16.788+00
1205,5,2022,10,9,1,82.68,,90,16,1.79,4.07,,0,0,2026-05-01 12:44:16.788+00
1206,6,2025,5,3,2,60.41,0.0592,33,0,2.81,2.52,0.0000,1,1,2026-05-01 12:44:16.788+00
1207,7,2022,7,6,1,54.52,0.0138,58,0,3.08,2.05,,1,0,2026-05-01 12:44:16.788+00
1208,8,2022,9,9,0,73.72,0.0041,82,0,4.39,1.61,0.0000,0,0,2026-05-01 12:44:16.788+00
1209,9,2024,5,3,2,62.60,,41,0,2.29,2.80,0.0000,0,1,2026-05-01 12:44:16.788+00
1210,10,2026,3,2,1,65.38,-0.0383,2,0,62.00,0.03,0.0000,0,1,2026-05-01 12:44:16.788+00
1211,11,2024,6,5,1,42.58,,57,0,2.00,3.64,0.0000,1,0,2026-05-01 12:44:16.788+00
1212,12,2024,7,4,3,55.38,,45,0,2.52,3.19,0.0000,1,1,2026-05-01 12:44:16.788+00
1213,1,2023,7,7,0,75.13,0.0103,55,0,2.86,2.42,0.0000,0,0,2026-05-01 12:44:16.788+00
1214,2,2024,6,5,1,66.64,-0.0582,46,0,4.52,1.94,0.0000,0,0,2026-05-01 12:44:16.788+00
1215,3,2025,5,5,0,71.55,0.0590,42,19,2.42,3.92,0.0000,0,0,2026-05-01 12:44:16.788+00
1216,4,2025,7,4,3,55.98,-0.0470,47,0,3.42,2.65,0.0000,1,1,2026-05-01 12:44:16.788+00
1217,5,2024,6,5,1,59.47,,61,0,1.75,3.71,0.0000,1,0,2026-05-01 12:44:16.788+00
1218,6,2025,7,4,3,57.91,0.0543,63,0,5.26,1.94,0.0000,1,1,2026-05-01 12:44:16.788+00
1219,7,2024,7,5,2,41.80,,42,10,1.86,4.86,,1,0,2026-05-01 12:44:16.788+00
